User-ID,Location,Age
22579,"euless, texas, usa",50.0
22608,"bethesda, maryland, usa",
22617,"spearfish, south dakota, usa",
22621,"chicago, illinois, usa",23.0
22624,"houston, texas, usa",28.0
22625,"lynbrook, new york, usa",54.0
22632,"whitecourt, arizona, canada",29.0
22648,"selestat, alsace, france",35.0
22650,"london, england, united kingdom",44.0
22676,"stantonsburg, north carolina, usa",31.0
22704,"n/a, n/a, singapore",30.0
22710,"bochum, nordrhein-westfalen, germany",33.0
22752,"merritt, british columbia, canada",
22773,"brookfield, wisconsin, usa",
22775,"bend, oregon, usa",43.0
22812,"des moines, washington, usa",
22813,"grimsby, ontario, canada",
22818,"franklin, pennsylvania, usa",28.0
22824,"lisbon, lisbon, portugal",49.0
22830,"mijdrecht, n/a, netherlands",38.0
22873,"unalakleet, alaska, usa",
22888,"las vegas, ,",
22912,"lake ridge, virginia, usa",37.0
22936,"raleigh, north carolina, usa",23.0
22961,"corvallis, oregon, usa",
22968,"stamford, connecticut, usa",42.0
22981,"rennes, bretagne, france",23.0
22988,"greensboro, north carolina, usa",76.0
22992,"amherst, massachusetts, usa",57.0
23021,"san diego, california, usa",17.0
23032,"chico, california, usa",54.0
23038,"bosque, new mexico, usa",27.0
23047,"los angeles, california, usa",
23061,"burlington, vermont, usa",27.0
23103,"highland park, new jersey, usa",24.0
23105,"crossville, tennessee, usa",64.0
23128,"philadelphia, pennsylvania, usa",40.0
23191,"seattle, washington, usa",51.0
23288,"wolseley, saskatchewan, canada",
23296,"rye, victoria, australia",71.0
23303,"dunedin, otago, new zealand",43.0
23341,"columbia, south carolina, usa",46.0
23343,"ladson, south carolina, usa",37.0
23353,"berryville, virginia, usa",31.0
23366,"sidney, nebraska, usa",54.0
23408,"lansdale, pennsylvania, usa",
23459,"knowlesville, new brunswick, canada",
23469,"portsmouth, new hampshire, usa",
23493,"lancaster, , usa",
23498,"bocabec, ,",
23508,"ste-anne de bellevue, quebec, canada",
23511,"chapel hill, north carolina, usa",56.0
23571,"burbank, california, usa",41.0
23576,"northbrook, illinois, usa",34.0
23582,"lake st. louis, missouri, usa",37.0
23585,"pullman, washington, usa",
23619,"burlington, vermont, usa",34.0
23624,"halifax, nova scotia, canada",
23635,"southgate, michigan, usa",41.0
23637,"bethel, connecticut, usa",49.0
23643,"kensington, maryland, usa",54.0
23652,"cincinnati, ohio, usa",
23664,"exeter, new hampshire, usa",
23680,"carmichael, ,",
23699,"minneapolis, minnesota, usa",25.0
23768,"st. louis, missouri, usa",45.0
23771,"ogden, utah, usa",
23796,"pittsburgh, pennsylvania, usa",54.0
23816,"budd lake, new jersey, usa",41.0
23835,"kuala lumpur, wilayah persekutuan, malaysia",42.0
23847,"chicago, illinois, usa",36.0
23848,"kirkland, washington, usa",31.0
23869,"st peters, missouri, usa",
23870,"keystone heights, florida, usa",
23871,"pompano beach, florida, usa",
23872,"tulsa, oklahoma, usa",22.0
23881,"toronto, ontario, canada",
23896,"rocky hill, new jersey, usa",75.0
23902,"london, england, united kingdom",
23933,"burleson, texas, usa",43.0
23948,"mendocino, california, usa",83.0
23953,"glasgow, kentucky, usa",59.0
23958,"memphis, tennessee, usa",47.0
23965,"shelbyville, kentucky, usa",71.0
23971,"taylors, south carolina, usa",46.0
23997,"jacksonville, florida, usa",35.0
24064,"warrington, pennsylvania, usa",48.0
24082,"kuala lumpur, wilayah persekutuan, malaysia",28.0
24090,"prospect, connecticut, usa",59.0
24100,"germantown, md, maryland, usa",31.0
24105,"ewing, ,",34.0
24115,"richmond hill, georgia, usa",
24140,"myerstown, pennsylvania, usa",14.0
24144,"elkhart, indiana, usa",
24182,"santa cruz, california, usa",
24186,"vineland, new jersey, usa",36.0
24188,"college park, maryland, usa",
24193,"buffalo, new york, usa",33.0
24194,"palos hills, illinois, usa",20.0
24220,"coeur d`alene, idaho, usa",
24256,"napa, california, usa",15.0
24261,"manchester, connecticut, usa",55.0
24278,"london, england, united kingdom",28.0
24307,"oakville, ontario, canada",21.0
24314,"tenino, washington, usa",
24325,"sydney, new south wales, australia",26.0
24348,"sacramento, california, usa",
24379,"brighton, massachusetts, usa",25.0
24389,"rio de janeiro, rio de janeiro, brazil",
24391,"lakewood, washington, usa",55.0
24394,"santa barbara, california, usa",
24427,"lafayette, new york, usa",
24432,"montreal, quebec, canada",
24433,"deventer, overijssel, netherlands",37.0
24440,"lisboa, lisboa, portugal",35.0
24449,"palmdale, california, usa",
24518,"beloit, wisconsin, usa",20.0
24524,"mishawaka, indiana, usa",
24525,"denver, colorado, usa",28.0
24539,"cabrils, catalunya, spain",
24544,"orlando, florida, usa",40.0
24557,"eugene, oregon, usa",
24597,"lakeland, florida, usa",
24601,"mons, hainault, belgium",34.0
24621,"berkley, ,",
24622,"amity harbor, new york, usa",
24624,"decatur, georgia, usa",38.0
24626,"omaha, nebraska, usa",
24627,"janesville, wisconsin, usa",36.0
24628,"carmel, indiana, usa",
24641,"chico, california, usa",
24642,"edmonton, alberta, canada",35.0
24662,"beja, baixo alentejo, portugal",49.0
24664,"nelas, beira litoral, portugal",
24669,"grand island, new york, usa",
24677,"astoria, new york, usa",28.0
24705,"london, england, united kingdom",43.0
24711,"austin, texas, usa",50.0
24733,"oswego, new york, usa",32.0
24746,"seoul, n/a, south korea",
24751,"mclen, texas, usa",53.0
24767,"san diego, california, usa",28.0
24771,"cary, north carolina, usa",42.0
24778,"london, england, united kingdom",
24781,"redding, california,",
24824,"orangeburg, south carolina, usa",
24835,"san francisco, california, usa",51.0
24838,"vanloser, abruzzo, canada",
24846,"kingsburg, california, usa",56.0
24921,"higley, arizona, usa",29.0
24926,"halifax, nova scotia, canada",49.0
24933,"long island, new york, usa",44.0
24934,"marshfield, massachusetts, usa",
24960,"florence, kentucky, usa",44.0
24975,"st louis, missouri, usa",52.0
24982,"lincoln, nebraska, usa",
24995,"ballwin, missouri, usa",56.0
25008,"oak harbor, washington, usa",28.0
25103,"somerville, massachusetts, usa",29.0
25105,"vancouver, british columbia, canada",62.0
25106,"anchorage, alaska, usa",48.0
25109,"naperville, illinois, usa",42.0
25122,"san mateo, california, usa",
25131,"grimes, iowa, usa",
25153,"oakland, maryland, usa",
25170,"pittsburgh, pennsylvania, usa",
25190,"mexico, missouri, usa",42.0
25193,"lompoc, california, usa",38.0
25216,"san diego, california, usa",33.0
25217,"burnley, england, united kingdom",
25225,"houston, texas, usa",55.0
25252,"rutland, vermont, usa",37.0
25253,"manchester, connecticut, usa",47.0
25261,"skokie, illinois, usa",67.0
25311,"durham, north carolina, usa",
25319,"sydney, new south wales, australia",39.0
25335,"barreiro, barreiro, portugal",28.0
25340,"honolulu,, hawaii, usa",
25373,"ferndale, washington, usa",
25391,"ottawa, ontario, canada",
25395,"moyock, north carolina, usa",65.0
25409,"la mesa, california, usa",31.0
25410,"essexville, michigan, usa",
25419,"adelaide, south australia, australia",16.0
25436,"chambery, savoie, france",30.0
25471,"silver spring, maryland, usa",39.0
25533,"derby, derbyshire, united kingdom",38.0
25545,"hollsopple, pennsylvania, usa",33.0
25561,"atlanta, georgia, usa",60.0
25580,"oregon city, oregon, usa",
25583,"worcester, massachusetts, usa",
25601,"gilbert, arizona, usa",41.0
25606,"washington, dc, usa",
25616,"plano, texas, usa",66.0
25630,"moving, moving, usa",46.0
25636,"lincolnshire, england, united kingdom",48.0
25641,"st pete beach, florida, usa",
25677,"houston, texas, usa",
25695,"albq, new mexico, usa",32.0
25711,"phoenix, , usa",
25760,"pasadena, maryland, usa",26.0
25768,"toodyay, western australia, australia",34.0
25792,"edmonton, alberta, canada",29.0
25826,"colorado springs, colorado,",
25827,"austin, texas, usa",33.0
25850,"mastic beach, new york, usa",50.0
25854,"niagara falls, new york, usa",
25890,"ridgewood, nj, usa",
25893,"merseburg, sachsen-anhalt, germany",23.0
25895,"smyrna, georgia, usa",
25916,"patton, missouri, usa",24.0
25919,"evansville, indiana, usa",
25930,"hillsborough, new jersey, usa",
25937,"ocala, florida, usa",47.0
25942,"kelowna, british columbia, canada",
25966,"key west, florida, usa",
25976,"lakeland, florida, usa",
25981,"nj, new jersey, usa",
25996,"cave creek, arizona, usa",36.0
26009,"tucson, arizona, usa",45.0
26020,"fort lauderdale, florida, usa",64.0
26025,"springfield, illinois, usa",
26057,"halifax, nova scotia, canada",18.0
26070,"houston, texas, usa",14.0
26084,"tuscaloosa, alabama, usa",21.0
26120,"leeds, england, united kingdom",31.0
26124,"tuntange, n/a, luxembourg",32.0
26129,"silver spring, maryland, usa",37.0
26138,"tulsa, ,",32.0
26151,"kaiserslautern, rheinland-pfalz, germany",
26182,"austin, texas, usa",30.0
26196,"fall river, massachusetts, usa",17.0
26206,"olathe, kansas, usa",35.0
26209,"springfield, missouri, usa",
26218,"san diego, california, usa",30.0
26231,"st. thomas, ontario, canada",36.0
26240,"sacramento, california, usa",
26249,"phoenix, arizona, usa",
26284,"new bern, north carolina, usa",
26310,"ellicott city, maryland, usa",32.0
26349,"duncan, south carolina, usa",
26350,"appleton, wisconsin, usa",51.0
26354,"cotuit, massachusetts, usa",44.0
26361,"valparaiso, indiana, usa",
26371,"vancouver, british columbia, canada",65.0
26377,"meridian, idaho, usa",
26406,"houston, texas, usa",
26416,"ft worth, texas, usa",46.0
26418,"tangent, oregon, usa",29.0
26435,"amarillo, texas, usa",67.0
26443,"malakoff, hauts-de-seine, france",27.0
26473,"charlotte, north carolina, usa",37.0
26487,"winder, georgia, usa",44.0
26490,"ft. collins, colorado, usa",52.0
26508,"maumee, ohio, usa",
26509,"baltimore, maryland, usa",
26516,"victor, montana, usa",67.0
26517,"dallas, north carolina, usa",
26518,"yardley, pennsylvania, usa",
26521,"lemars, iowa, usa",
26525,"mountain view, california, usa",56.0
26534,"vienna, vienna, austria",35.0
26535,"hickory, mississippi, usa",41.0
26536,"san diego county, california, usa",
26538,"rawlins, wyoming, usa",32.0
26544,"woodbridge, virginia, usa",37.0
26548,"brooklyn, new york, usa",42.0
26553,"charlottesville, virginia, usa",
26557,"orange park, florida, usa",35.0
26567,"rhinebeck, new york, usa",
26583,"dollard des ormeaux, quebec, canada",
26586,"westville, florida, usa",60.0
26593,"peoria, arizona, usa",
26598,"san diego, california, usa",
26611,"mckinney, texas, usa",
26614,"des plaines, illinois, usa",
26615,"new fairfield, connecticut, usa",31.0
26616,"ann arbor, michigan, usa",20.0
26620,"napa, california,",
26621,"haskell, new jersey, usa",
26628,"harwich, massachusetts, usa",35.0
26694,"ambler, pennsylvania, usa",
26706,"st. louis, missouri, usa",28.0
26711,"burbank, california, usa",
26713,"santa cruz, california, usa",39.0
26722,"wixom, michigan, usa",
26730,"herculaneum, missouri, usa",13.0
26756,"willowick, ohio, usa",35.0
26782,"douglas, ,",54.0
26803,"minneapolis, minnesota, usa",20.0
26806,"kempsey, new south wales, australia",15.0
26813,"città di castello, umbria, italy",28.0
26823,"edison, new jersey, usa",32.0
26831,"manchester, kentucky, usa",28.0
26883,"vienna, vienna, austria",
26910,"atlanta, georgia, usa",42.0
26979,"winnipeg, manitoba, canada",
27027,"aurora, colorado, usa",
27091,"marquette, michigan, usa",21.0
27115,"wuppertal, nordrhein-westfalen, germany",24.0
27140,"baltimore, maryland, usa",49.0
27160,"west allis, wisconsin, usa",
27169,"catlettsburg, kentucky, usa",
27172,"mobile, alabama, usa",
27193,"watertown, massachusetts, usa",29.0
27194,"bristol, tennessee,",33.0
27222,"charlotte, north carolina, usa",
27223,"irving, texas, usa",
27265,"braga, braga, portugal",32.0
27287,"portland, oregon, usa",
27296,"bonsall, california, usa",
27313,"miami, florida, usa",14.0
27317,"maplewood, minnesota, usa",25.0
27339,"sebastopol, california, usa",
27349,"san francisco, california, usa",
27354,"clifton, texas, usa",32.0
27395,"gladewater, texas, usa",48.0
27404,"fresno, california, usa",
27457,"middletown, rhode island, usa",26.0
27462,"lima, ohio, usa",
27472,"bountiful, utah, usa",41.0
27483,"diamond, missouri, usa",
27499,"chicago, illinois, usa",32.0
27538,"victoria, british columbia, canada",24.0
27551,"apache junction, arizona, usa",56.0
27557,"millbrae, california, usa",51.0
27568,"market drayton, england, united kingdom",60.0
27592,"port coquitlam, british columbia,",32.0
27597,"charlottesville, virginia, usa",28.0
27612,"albuquerque, new mexico, usa",15.0
27616,"covington, georgia, usa",18.0
27617,"beaverton, ontario, canada",32.0
27621,"mezzago, lombardia, italy",
27624,"london, england, united kingdom",54.0
27625,"bradenton, florida, usa",
27647,"lisboa, lisboa, portugal",
27650,"canberra, australian capital territory, australia",27.0
27669,"dunbar, nebraska, usa",55.0
27684,"knox, pennsylvania, usa",
27733,"laurel, delaware, usa",40.0
27740,"san diego, , usa",57.0
27760,"brodnax, virginia, usa",47.0
27786,"baton rouge, louisiana, usa",
27788,"picton, marlborough, new zealand",
27795,"modesto, california, usa",27.0
27799,"spencer, iowa, usa",55.0
27812,"long beach, california, usa",33.0
27813,"boerne, texas, usa",34.0
27821,"milton, new york, usa",25.0
27838,"new haven,, connecticut, usa",
27860,"oceanside, california, usa",
27861,"saskatoon, saskatchewan, canada",21.0
27870,"fort wayne, indiana, usa",45.0
27875,"new port richey, florida, usa",
27887,"cockermouth, england, united kingdom",33.0
27891,"fort smith, arkansas, usa",27.0
27947,"lima, ohio, usa",28.0
27956,"galena, ohio, usa",36.0
27964,"orleans, ontario, canada",30.0
27979,"bronx, new york, usa",26.0
27994,"richmond, virginia, usa",
27996,"berea, ohio, usa",24.0
28006,"jacksonville, florida, usa",18.0
28016,"port clinton, ohio, usa",31.0
28025,"scottsdale, arizona, usa",33.0
28056,"lancaster, pennsylvania, usa",36.0
28069,"columbus, ohio, usa",21.0
28072,"derwood, maryland, usa",
28077,"toronto, ontario, canada",58.0
28089,"chelmsford, massachusetts, usa",22.0
28091,"fort collins, colorado, usa",128.0
28096,"prescott, arizona, usa",44.0
28117,"north salem, ,",
28123,"indiuanapolis, indiana, usa",
28139,"new york, new york, usa",
28144,"orlando, florida, usa",
28150,"portland, oregon, usa",25.0
28177,"grand rapids, michigan, usa",26.0
28181,"anaheim, california, usa",
28204,"south ohio, nova scotia, canada",61.0
28216,"pelham, new york, usa",53.0
28222,"san diego, california, usa",23.0
28233,"ainslie, australian capital territory, australia",31.0
28255,"richmond hill, ,",23.0
28262,"mckinleyville, california, usa",39.0
28269,"tigard, oregon, usa",
28289,"n/a, utah, usa",
28315,"spring lake, , usa",
28319,"raleigh, north carolina, usa",23.0
28360,"oakwood, georgia, usa",15.0
28372,"north apollo, ,",
28377,"san jose, california, usa",
28395,"princeton junction, new jersey, usa",32.0
28397,"narragansett, rhode island, usa",
28451,"altamonte springs, florida, usa",31.0
28454,"portland, maine, usa",50.0
28467,"corpus christi, texas, usa",37.0
28477,"singapore, singapore, singapore",22.0
28481,"venice, california, usa",
28492,"slough, england, united kingdom",31.0
28495,"sunnyvale, california, usa",
28523,"springfield, missouri, usa",24.0
28539,"clovis, california, usa",51.0
28550,"nokomis, florida, usa",
28585,"san jose, california, usa",
28589,"murrieta, california, usa",31.0
28591,"michie, tennessee, usa",33.0
28592,"ellenton, florida, usa",66.0
28594,"thunder bay, ontario, canada",18.0
28619,"hartford, connecticut, usa",
28632,"vancouver, washington, usa",37.0
28634,"bad axe, michigan, usa",28.0
28648,"kalona, iowa, usa",17.0
28658,"ronnenberg, niedersachsen, germany",41.0
28663,"sant cugat del vallès, barcelona, spain",
28666,"irving, texas, usa",31.0
28667,"norwood, massachusetts, usa",26.0
28705,"lebanon, pennsylvania, usa",51.0
28709,"sewell, new jersey, usa",
28722,"bloomsdale, missouri, usa",
28731,"louisville, kentucky, usa",29.0
28735,"hannover, niedersachsen, germany",58.0
28764,"christchurch, canterbury, new zealand",22.0
28782,"warminster, pennsylvania, usa",34.0
28790,"akron, ohio, usa",28.0
28800,"03770 el verger, (alacant), spain",69.0
28804,"cardinal, ontario, canada",50.0
28809,"nelson, england, united kingdom",38.0
28820,"garland, texas, usa",
28833,"leominster, massachusetts, usa",
28848,"bloomfield, michigan, usa",52.0
28865,"paoli, pennsylvania, usa",39.0
28877,"modesto, california, usa",68.0
28884,"victoria, british columbia, canada",38.0
28938,"asheville, north carolina, usa",38.0
28945,"san francisco, california, usa",62.0
28949,"tewksbury, massachusetts, usa",
28953,"woodville, wisconsin, usa",
28988,"brighton, east sussex, united kingdom",25.0
29025,"charlotte, north carolina, usa",52.0
29041,"york, pennsylvania, usa",
29045,"abbotsford, british columbia, canada",
29056,"dover, delaware, usa",
29058,"fort collins, colorado, usa",
29067,"encino, california, usa",
29070,"upper hutt, wellington, new zealand",37.0
29080,"reading, massachusetts, usa",
29083,"newark, delaware, usa",
29094,"olive branch, mississippi, usa",
29101,"bolivar, missouri, usa",38.0
29123,"ramona, california, usa",39.0
29131,"lehigh acres, florida, usa",72.0
29133,"philadelphia, pennsylvania, usa",52.0
29163,"otterbein, indiana, usa",
29168,"beacon, new york, usa",
29177,"nampa, idaho, usa",
29189,"toronto, ontario, canada",56.0
29204,"boca raton, florida, usa",
29209,"boca raton, florida, usa",
29246,"herman, minnesota, usa",36.0
29257,"fairbanks, ,",
29259,"mt. airy, , usa",39.0
29272,"north kingstown, rhode island, usa",56.0
29279,"philadelphia, pennsylvania, usa",43.0
29306,"haward, california, usa",48.0
29384,"minneapolis, minnesota, usa",
29387,"plymouth, minnesota, usa",
29394,"jefferson city, tennessee, usa",
29415,"new york, new york, usa",
29419,"norcross, georgia, usa",
29446,"reading, england, united kingdom",18.0
29471,"los angeles, california, usa",34.0
29497,"boise, ,",
29515,"college park, ,",
29526,"knoxville, tennessee, usa",26.0
29570,"ljubljana, n/a, slovenia",24.0
29573,"newcastle, new south wales, australia",
29654,"offenbach, hessen, germany",42.0
29676,"manchaug, massachusetts, usa",
29690,"fallbrook, california,",
29694,"melbourne, victoria, australia",40.0
29702,"chicago, ,",52.0
29743,"la mirada, california, usa",22.0
29763,"bourbonnais, illinois, usa",56.0
29789,"san francisco, california, usa",
29795,"london, ,",27.0
29805,"dallas, texas, usa",65.0
29806,"bonita springs, florida, usa",
29855,"morris, connecticut, usa",53.0
29867,"lynchburg, virginia, usa",62.0
29895,"chapel hill, north carolina, usa",
29915,"fullerton, california, usa",38.0
29975,"brainerd, minnesota, usa",20.0
29981,"charlottetown, prince edward island, canada",27.0
30008,"trumbull, connecticut, usa",47.0
30029,"simi valley, california, usa",37.0
30035,"vancouver, british columbia, canada",37.0
30052,"minneapolis, minnesota, usa",
30081,"east providence, rhode island, usa",25.0
30116,"toronto, ontario, canada",49.0
30117,"sidney, british columbia, canada",
30120,"norwalk, california, usa",
30125,"knox, indiana, usa",15.0
30131,"college station, texas, usa",25.0
30138,"milpitas, california, usa",49.0
30144,"apo, armed forces europe, usa",
30164,"pensacola, florida, usa",25.0
30165,"prince rupert, british columbia, canada",39.0
30168,"big bear city, california, usa",
30182,"pownal, vermont, usa",
30183,"chicago - northern suburb, illinois, usa",
30202,"orangeville, ontario, canada",42.0
30210,"apple creek, ohio, usa",27.0
30257,"newton, massachusetts, usa",36.0
30259,"acton, massachusetts, usa",
30261,"manchester, missouri, usa",27.0
30273,"naples, florida, usa",25.0
30276,"wildwood, new jersey, usa",49.0
30281,"columbus, ohio, usa",52.0
30290,"portland, oregon, usa",29.0
30298,"tucson, arizona, usa",
30302,"schererville, indiana, usa",35.0
30316,"santa cruz, california, usa",
30319,"artesia, california, usa",41.0
30320,"lima, ohio, usa",
30324,"winnipeg, manitoba, canada",33.0
30333,"ogallala, nebraska, usa",
30336,"apopka, florida, usa",
30341,"union, maine, usa",
30359,"alexandria, virginia, usa",
30410,"noblesville, indiana, usa",
30411,"glasgow, scotland, united kingdom",
30413,"albany, california, usa",
30426,"st. louis, missouri, usa",
30442,"sonoma, california, usa",
30445,"kuala lumpur, ,",23.0
30461,"bend, oregon, usa",
30462,"amesbury, massachusetts, usa",30.0
30471,"palo alto, california, usa",
30486,"edmond, oklahoma, usa",
30487,"newbury park, california, usa",40.0
30489,"jacksonville, florida, usa",29.0
30495,"charleston, south carolina, usa",19.0
30509,"norwich, norfolk, united kingdom",51.0
30511,"culemborg, gelderland, netherlands",
30515,"seattle, washington, usa",35.0
30527,"charlotte, north carolina, usa",41.0
30531,"st. petersburg, florida, usa",23.0
30533,"charleston, south carolina, usa",
30555,"corvallis, oregon, usa",22.0
30560,"pittsburgh, pennsylvania, usa",
30594,"redding, , usa",25.0
30607,"vallejo, california, usa",
30623,"baton rouge, louisiana, usa",
30642,"omaha, nebraska, usa",18.0
30645,"barstow, illinois, usa",64.0
30657,"grandville, michigan, usa",
30667,"salem, virginia, usa",24.0
30706,"wheatland, missouri, usa",
30709,"manheim, pennsylvania, usa",52.0
30711,"sydney, new south wales, australia",32.0
30712,"edinburgh, scotland, united kingdom",
30716,"new york, new york, usa",23.0
30727,"grossenhain, sachsen, germany",26.0
30735,"corvallis, oregon, usa",
30744,"gainesville, georgia, usa",31.0
30764,"garland, texas, usa",
30768,"new orleans, louisiana, usa",
30770,"woodbridge, england, united kingdom",39.0
30779,"petawawa, ontario, canada",18.0
30787,"the woodlands, texas, usa",
30795,"hendersonville, north carolina, usa",24.0
30806,"halifax, nova scotia, canada",24.0
30810,"berlin, berlin, germany",
30813,"early, texas, usa",
30824,"saint paul, minnesota, usa",45.0
30834,"bronx, new york, usa",
30838,"largo, florida, usa",56.0
30854,"warrington, pennsylvania, usa",
30861,"san diego, california, usa",
30868,"whittier, california, usa",
30875,"escanaba, michigan, usa",54.0
30884,"ridgefield, washington, usa",
30887,"new milford, connecticut, usa",38.0
30895,"plantation, florida, usa",38.0
30898,"richmond, virginia, usa",43.0
30899,"alameda, california, usa",
30906,"minneapolis, minnesota, usa",31.0
30925,"lima, ohio, usa",41.0
30939,"livingston, louisiana, usa",
30953,"vancouver, british columbia, canada",
30961,"albuquerque, new mexico, usa",60.0
30968,"poway, california, usa",65.0
30971,"skokie, illinois, usa",67.0
30972,"columbiana, alabama, usa",47.0
30979,"mesa, arizona, usa",41.0
30985,"cape coral, florida, usa",
30989,"hull, georgia, usa",55.0
30994,"mission hills, california, usa",
30997,"barstow, california, usa",
31006,"woodland, california, usa",
31008,"london, england, united kingdom",29.0
31010,"portland, oregon, usa",60.0
31013,"white rock, , canada",
31040,"san ramon, california, usa",
31050,"woodbine, maryland, usa",
31060,"westfield, indiana, usa",14.0
31078,"columbia, south carolina, usa",27.0
31080,"montevallo, alabama, usa",26.0
31094,"cleveland, wisconsin, usa",
31100,"ingleside, texas, usa",
31134,"collingswood, new jersey, usa",
31136,"dallas, texas,",
31140,"san diego, california, usa",40.0
31141,"bellingham, washington, usa",37.0
31150,"san francisco, california, usa",55.0
31158,"clyde, ohio, usa",33.0
31172,"cleveland, ohio, usa",48.0
31211,"vancouver, washington, usa",
31226,"sofia, n/a, bulgaria",33.0
31229,"cascais, cascais, portugal",
31241,"conroe, texas,",20.0
31252,"east granby, connecticut, usa",53.0
31255,"lakewood, washington, usa",57.0
31256,"charleston, south carolina, usa",
31299,"homer city, pennsylvania, usa",74.0
31307,"manchester, new hampshire, usa",36.0
31308,"san jose, california, usa",38.0
31315,"henryville, indiana, usa",34.0
31343,"mesa, arizona, usa",75.0
31362,"los angeles, california, usa",
31364,"houston, texas, usa",
31370,"cupertino, ,",
31375,"san diego, california, usa",
31377,"orlando, florida, usa",
31386,"chicago, illinois, usa",38.0
31391,"wilmington, massachusetts, usa",38.0
31393,"portland, oregon, usa",
31404,"lindstrom, minnesota, usa",
31406,"lake helen, florida, usa",31.0
31412,"pottstown, pennsylvania, usa",36.0
31431,"burbank, california, usa",
31434,"chandler, arizona, usa",
31435,"lititz, pennsylvania, usa",
31466,"kingsville, ontario, canada",26.0
31470,"belleville, illinois,",
31500,"columbia, missouri, usa",
31514,"columbia, south carolina, usa",45.0
31541,"wilmington, north carolina, usa",
31551,"spring, texas, usa",
31556,"chula vista, california, usa",51.0
31560,"charleston, south carolina, usa",
31564,"vancouver, british columbia, canada",
31608,"malabon,metro manila, n/a, philippines",27.0
31609,"pinehurst, north carolina, usa",44.0
31611,"west end, north carolina, usa",44.0
31614,"minneapolis, minnesota, usa",
31619,"kitchener, ontario, canada",
31620,"mobile, alabama, usa",34.0
31647,"moss, norway, norway",33.0
31652,"annandale, virginia, usa",
31657,"lake junaluska, north carolina, usa",49.0
31668,"medowie, ,",28.0
31675,"walnutport, pennsylvania, usa",
31677,"cambridge, massachusetts, usa",36.0
31681,"london, england, united kingdom",
31683,"staten island, new york, usa",30.0
31688,"mesa, arizona, usa",
31692,"conroe, texas, usa",33.0
31694,"chula vista, california, usa",
31695,"cedar rapids, iowa, usa",47.0
31712,"westport, connecticut, usa",
31726,"deer park, new york, usa",
31735,"aurora, ohio, usa",
31771,"whitefish bay, wisconsin, usa",65.0
31779,"littleton, colorado, usa",
31786,"san diego, california, usa",46.0
31816,"waukee, iowa, usa",36.0
31818,"stratford, connecticut, usa",35.0
31820,"morin heights, quebec, canada",33.0
31823,"charleston, south carolina, usa",
31826,"jasper, missouri, usa",54.0
31841,"eugene, oregon, usa",19.0
31842,"rutland, vermont, usa",
31846,"phoenix, , usa",
31860,"encinitas, california, usa",
31868,"ottawa, ontario, canada",
31892,"knoxville, tennessee, usa",
31900,"levittown, new york, usa",12.0
31904,"clayton, north carolina, usa",
31919,"skokie, illinois, usa",52.0
31948,"sullivan, missouri, usa",49.0
31987,"tacoma, washington, usa",36.0
32000,"salt lake city, utah, usa",30.0
32003,"cochranville, pennsylvania, usa",
32008,"piedmont, south carolina, usa",42.0
32022,"shiloh, illinois, usa",
32028,"houston, texas, usa",
32030,"mississauga, ontario, canada",35.0
32032,"warren, massachusetts, usa",
32034,"bush, louisiana, usa",50.0
32036,"lakeland, florida, usa",
32049,"malden, massachusetts, usa",33.0
32071,"broken arrow, oklahoma, usa",
32076,"calgary, alberta, canada",
32087,"elmer, new jersey, usa",60.0
32089,"elk grove, california, usa",17.0
32108,"middletown, connecticut, usa",
32110,"derry, new hampshire, usa",29.0
32122,"south daytona, florida, usa",24.0
32135,"golden, colorado, usa",14.0
32148,"edmonton, alberta, canada",
32179,"swift current, saskatchewan, canada",35.0
32184,"wayne, new jersey, usa",24.0
32188,"st. louis, missouri, usa",51.0
32195,"fall river, massachusetts, usa",
32217,"lafayette, louisiana, usa",17.0
32244,"new orleans, louisiana, usa",30.0
32250,"gta, ontario, canada",29.0
32275,"new bern, , usa",73.0
32289,"rochester hills, michigan, michigan, usa",64.0
32297,"camrose, alberta, canada",52.0
32329,"pipe creek, texas, usa",30.0
32402,"iowa park, texas, usa",
32412,"round rock, texas, usa",44.0
32437,"westerville, ohio, usa",67.0
32440,"dunedin, otago, new zealand",
32467,"carlisle, pennsylvania, usa",17.0
32483,"barcelona, catalonia, spain",18.0
32516,"st. rose, louisiana, usa",44.0
32524,"redington beach, florida, usa",
32528,"budd lake, new jersey, usa",17.0
32541,"baltimore, maryland, usa",
32542,"bosque farms, new mexico, usa",41.0
32569,"richmond hill, ontario, canada",19.0
32599,"york, south carolina, usa",17.0
32627,"casper, wyoming, usa",49.0
32721,"toulouse, haute-garonne, france",36.0
32723,"paris, idf, france",27.0
32764,"watson`s bay, new south wales, australia",24.0
32773,"olathe, kansas, usa",28.0
32793,"quebec, quebec, canada",22.0
32798,"columbia, south carolina, usa",
32802,"courtenay, british columbia, canada",
32817,"townsville, queensland, australia",
32861,"pacific grove, california, usa",41.0
32862,"bloomington, indiana, usa",
32914,"chesterfield, virginia, usa",17.0
32944,"dunville, newfoundland, canada",
32958,"pasadena, california, usa",
32963,"coal city, illinois, usa",56.0
32964,"south lyon, michigan, usa",37.0
32992,"olympia, washington, usa",64.0
33004,"seattle, washington, usa",33.0
33030,"sandpoint, idaho, usa",39.0
33036,"whitefish bay, wisconsin, usa",31.0
